mc160.train.0	Author: 1844466225;Work Time(s): 2383	Tom had to fix some things around the house. He had to fix the door. He had to fix the\newlinewindow. But before he did anything he had to fix the toilet. Tom called over his best\newlinefriend Jim to help him. Jim brought with him his friends Molly and Holly. Tom thought that\newlineJim was going to bring Dolly with him but he didn't. The four of them got to work right\newlineaway. Fixing the toilet was easy. Fixing the door was also easy but fixing the window was\newlinevery hard. The window was stuck and could not be opened. They all pushed on the window\newlinereally hard until finally it opened. Once the window was fixed the four of them made a\newlinedelicious dinner and talked about all of the good work that they had done. Tom was glad\newlinethat he had such good friends to help him with his work.	multiple: What was the hardest thing for Tom and his friends to fix?	the hardest thing for Tom and his friends to was fix Door.	the hardest thing for Tom and his friends to was fix House.	the hardest thing for Tom and his friends to was fix Window.	the hardest thing for Tom and his friends to was fix Toilet.	one: What did Tom need to fix first?	Tom need to fixed first Door.	Tom need to fixed first House.	Tom need to fixed first Window.	Tom need to fixed first Toilet.	multiple: Jim didn't bring which person with him?	Jim didn't bring Jim with him.	Jim didn't bring Dolly with him.	Jim didn't bring Molly with him.	Jim didn't bring Holly with him.	one: Who was Tom's best friend?	Molly was Tom's best friend.	Holly was Tom's best friend.	Jim was Tom's best friend.	Dolly was Tom's best friend.
mc160.train.1	Author: 88979267;Work Time(s): 12668	Lisa has a pet cat named Whiskers. Whiskers is black with a white spot on her\newlinechest. Whiskers also has white paws that look like little white mittens.\newline\newlineWhiskers likes to sleep in the sun on her favorite chair. Whiskers\newlinealso likes to drink creamy milk.\newline\newlineLisa is excited because on Saturday, Whiskers turns two years\newlineold.\newline\newlineAfter school on Friday, Lisa rushes to the pet store. She wants to buy\newlineWhiskers' birthday presents. Last year, she gave Whiskers a play mouse\newlineand a blue feather.\newline\newlineFor this birthday, Lisa is going to give Whiskers a red ball of yarn\newlineand a bowl with a picture of a cat on the side. The picture is of a\newlineblack cat. It looks a lot like Whiskers.	multiple: What day is Whisker's Birthday?	Whisker's Birthday is on Today.	Whisker's Birthday is on Last year.	Whisker's Birthday is on Friday.	Whisker's Birthday is on Saturday.	multiple: What does Whiskers like to do?	Whiskers likes todo Sleep in the sun and drink creamy milk.	Whiskers likes todo Play.	Whiskers likes todo Drink.	Whiskers likes todo Sleep.	multiple: What color is Whiskers?	All white with a black spot color is Whiskers.	White color is Whiskers.	Black color is Whiskers.	Black with white paws and a white spot color is Whiskers.	multiple: What does Lisa buy for Whiskers for this birthday?	Lisa buys for Whiskers for this birthday A bowl with a cat on it.	Lisa buys for Whiskers for this birthday A play mouse.	Lisa buys for Whiskers for this birthday A red ball of yarn and a bowl with a cat on it.	Lisa buys for Whiskers for this birthday A blue feather.
mc160.train.2	Author: 2176065621;Work Time(s): 3696	Hawthorne rolled over in bed and looked around the room.  He let out a breath.\newlineHis eyes were half-closed as he shoved the covers back from his bed, and moved\newlinetowards the door.  He knew that he had to check on Kate, if he did nothing else. She was\newlineill, with a heart problem, and he worried about her all the time.\newline\newlineThey both lived in a home for orphans, and he had since his parents had died, when he was\newlinethe age of four. He had taken care of Kate as if she were his sister ever since. He\newlinewandered to her room sitting himself by her on her bed, shoving her hair from her\newlineface.\newline\newlineShe moved on the bed as he pulled her into his arms, "Kate." He said into her ear, "It's\newlinetime to wake up." He pressed a kiss to her head, and her eyes opened.\newline\newline"Hawthy?" She said, her nickname for him moving from her lips.\newline\newline"Yea." He moved her hair.\newline\newline"I want to go outside today," she said, and he nodded in response.\newline\newline"If you are up to it, I won't stop you", he told her, and she smiled.\newline\newline"Thanks Hawthy", she said.\newline\newlineIt wasn't long until she fell back to sleep.	multiple: Where do the main characters live?	the main characters live in A home for orphans.	the main characters live in A house.	the main characters live in An Apartment.	the main characters live in A trailer park.	one: What is the girl's name?	the girl's is name Patty.	the girl's is name Katerina.	the girl's is name Kate.	the girl's is name Katherine.	one: What is wrong with the girl?	wrong with the girl is She has the flu.	wrong with the girl is She has a heart problem.	wrong with the girl is She has diabetes.	wrong with the girl is She has a cold.	one: What is the boy's name?	the boy's is name Hawthorne.	the boy's is name Hawthorne's.	the boy's is name Hamlet.	the boy's is name Jeremy.
mc160.train.3	Author: 3317108882;Work Time(s): 1031	One night I was at my friend's house where he threw a party. We were enjoying our dinner\newlineat night when all of a sudden we heard a knock on the door. I opened the door and saw this\newlineguy who had scar on his face. I asked my friend "who is that guy?", and he told me that it\newlinewas his friend. I didn't trust that guy because he looked very strange.\newline\newlineAfter we had dinner the strange guy asked my friend to come outside because he wanted to\newlinetalk to him. A few seconds later I heard a noise from outside and when I ran outside I saw\newlinethat the strange guy was trying to beat my friend. I ran towards him and asked him to\newlineleave our house. He left the house but after half an hour he came back and this time he\newlinewas dressed up as superhero and he also had a sword. As soon as I saw him I ran inside the\newlinehouse and called the cops. The cops came and the guy ran away as soon as he heard the cop\newlinecar coming. We never found out what happened to that guy after that day.	one: What was the strange guy doing with the friend?	the strange was guy doing with the friend enjoying a meal.	the strange was guy doing with the friend talking about his job.	the strange was guy doing with the friend talking to him.	the strange was guy doing with the friend trying to beat him.	one: Why did the strange guy run away?	the strange guy ran away because because he heard the cop car.	the strange guy ran away because because he saw his friend.	the strange guy ran away because because he didn't like the dinner.	the strange guy ran away because because it was getting late.	one: Who was the strange guy dressed up as?	a sword was the strange guy dressed up as.	a car was the strange guy dressed up as.	a superhero was the strange guy dressed up as.	a cop was the strange guy dressed up as.	one: What did they eat at the friend's house?	they ate at the friend's house lunch.	they ate at the friend's house snack.	they ate at the friend's house breakfast.	they ate at the friend's house dinner.
mc160.train.4	Author: 2890584743;Work Time(s): 2309	Two best friends lived in a small town. They grew up together and did everything\newlinetogether. One boy was named James, and he was a cute, fat kid who was always picked\newlineon. And then the other boy was named Alex, and he was handsome and cool. They were\newlineopposites, but they didn't care. Alex would always protect James from the bullies because\newlineJames was weak.\newline\newlineOne day, James was being teased by the bullies, Gordon and Johnny, but Alex wasn't there\newlineto save him. James didn't know what to do and was scared. But then he remembered all of\newlinethe times Alex stood up for him. James looked up to Alex and he thought of him as his\newlinehero. James wanted to protect himself and not have Alex always come to help. So this time,\newlineJames got up and was brave. He stood up to Gordon and Johnny and told them that he wasn't\newlinescared. The bullies didn't know what to do and then gave up. They went away to look for\newlinemore fun things to do. Alex saw the whole thing and was proud of James for being brave.\newline\newlineNow James and Alex protect each other and stand up for each other. They still are the best\newlineof friends.	one: Why was Alex proud of James?	Alex proud of James because Alex was proud because James was brave.	Alex proud of James because He was proud because he was his hero.	Alex proud of James because He was proud because he was weak.	Alex proud of James because He was proud because he was scared.	one: Who is the character that is fat and is being bullied?	Alex is the character that is fat and is being bullied.	Gordon is the character that is fat and is being bullied.	Johnny is the character that is fat and is being bullied.	James is the character that is fat and is being bullied.	multiple: What did the bullies do after James stood up to them?	the bulliesdo after James stood uped to them They wanted to be heroes. They were protecting themselves.	the bulliesdo after James stood uped to them The bullies didn't know what to do and gave up. They went away to look for more fun things.	the bulliesdo after James stood uped to them They were scared. They stood up for each other.	the bulliesdo after James stood uped to them They were weak. They remembered all the times they were being protected.	multiple: Why did James stand up to the bullies?	James stand uped to the bullies because Because he was weak. He wanted to be the opposite.	James stand uped to the bullies because He wanted to protect himself. He didn't want Alex to always help him.	James stand uped to the bullies because Because they grew up together. They were best friends.	James stand uped to the bullies because He wanted to not be scared. He wanted someone to be proud of him.
mc160.train.5	Author: 2308723792;Work Time(s): 557	One sunny day, Martha went on a walk through the park. While walking, she noticed\newlinesomething strange. No one was outside. She was the only person at the park. "How strange,\newlinewhere is everyone?" she thought. Martha looked everywhere. She looked inside the\newlinerestrooms, under the benches, and even at the top of the slide. She was confused. Usually,\newlineshe would see her friends playing with each other. She started walking again when one of\newlineher friends popped up, surprising her. Her friend asked her, "Why are you outside?" Martha\newlineasked what she meant, and explained that she always came out to the park to play. Her\newlinefriend then looked at her strangely and asked, "Didn't Stephan invite you to his party?"\newlineMartha hadn't known that Stephan was holding a party. She was sad that he hadn't invited\newlineher. She walked back home, upset.	multiple: Who didn't invite Martha to the party?	The park didn't invite Martha to the party.	No one didn't invite Martha to the party.	Martha didn't invite Martha to the party.	Stephan didn't invite Martha to the party.	multiple: Why was Martha confused?	Martha confused because She didn't know who she was.	Martha confused because She didn't know where she was.	Martha confused because She didn't know what time it was.	Martha confused because She couldn't find her friends.	one: What kind of day was it?	Sunny such as it.	Windy such as it.	Rainy such as it.	Cloudy such as it.	one: Where did Martha check first at the park?	Martha checked first at the park in Under the benches.	Martha checked first at the park in At her house.	Martha checked first at the park in Restrooms.	Martha checked first at the park in At the top of the slides.
mc160.train.6	Author: 1092266384;Work Time(s): 1370	Sam woke up early. He wanted to play. Mom said he could not play. It was time for\newlinebreakfast. Sam loves breakfast. Sam loves breakfast because Sam loves cereal. There is a\newlinelot of cereal in the kitchen. There are Cheerios, Fruit Loops, Friendly O's, and\newlineSharkies. Sam loves Cheerios, Fruit Loops, Friendly O's, and Sharkies. His favorite cereal\newlineis Friendly-O's. Sam loves Friendly-O's because they look like smiley faces. After Sam\newlinefinishes breakfast Sam plays with Ralph. Ralph is a dog. Sam loves Ralph. Ralph likes to\newlineplay. Ralph likes to run. Ralph likes to jump. Sam loves Ralph because Ralph has floppy\newlineears. Sam loves Ralph because he licks him on the face. After Sam plays with Ralph he\newlinetakes a bath. Sam takes a bath because he has to get ready for school. Sam is happy to go\newlineto school. Sam can play with his friends at school. When he is at school he can see Bill,\newlineJohn, and Katy. Bill is Sam's best friend. John is the class cat. Katy is the class\newlinebird. Bill lives two houses down from Sam. Sam likes John the cat. He has a fluffy\newlinetail. Bill likes John the cat too. When Bill and Sam get to school they pet John. Sam is\newlineready to play at school. School is fun.	multiple: Why did mom say Sam could not play?	mom say Sam could not played because It was time for a bath.	mom say Sam could not played because It was time to go to school.	mom say Sam could not played because Sam had to pet the cat.	mom say Sam could not played because It was time for breakfast.	one: Who is Sam's best friend?	Katy is Sam's best friend.	John is Sam's best friend.	Bill is Sam's best friend.	Ralph is Sam's best friend.	multiple: Why does Sam love Ralph?	Sam love Ralph because Because Ralph licks him on the face and has floppy ears.	Sam love Ralph because Because Ralph likes to lick him on the face and play.	Sam love Ralph because Because Ralph likes to run and play.	Sam love Ralph because Because Ralph likes to jump and run.	one: What is Sam's favorite cereal?	Sam's favorite cereal is Fruit Loops.	Sam's favorite cereal is Friendly O's.	Sam's favorite cereal is Cheerios.	Sam's favorite cereal is Sharkies.
mc160.train.7	Author: 4224222810;Work Time(s): 675	In a quiet house there was a dog named Bentley. Bentley was a little brown puppy and he\newlinewas always getting into trouble. One day Bentley got outside and walked down the\newlinestreet. He found a trash can and started to dig through it. A cat came also to see what\newlineBentley was doing. "Excuse me, but what are you looking for?" asked the cat. "Well, nothing\newlineimportant," Bentley told the cat. "I wanted to see if there was anything cool in there."\newlineThe cat told Bentley that his name was Felix and asked if he could dig through the trash\newlinetoo. "Sure thing" Bentley told the cat. The two of them started to dig through the trash\newlineagain. After a little bit the pair got bored and started to walk down the street going\newlineaway from Bentley's house. They walked to a river and went to the edge of the water. They\newlinesaw they were dirty because they had been digging in the trash so they went into the water\newlineto wash themselves. When they were clean they went back to Bentley's house. Inside the\newlinehouse they got water on everything because they were still wet. Bentley's human's came\newlinehome and were very upset that their house was now very wet.	one: Why were Bentley's human's upset?	Bentley's human's upset because They had been stuck in traffic.	Bentley's human's upset because The house was wet.	Bentley's human's upset because The door was open.	Bentley's human's upset because The animals ripped the sofa.	one: What was the name of the cat Bentley met?	name of the cat Bentley was met Bentley.	name of the cat Bentley was met Human.	name of the cat Bentley was met Felix.	name of the cat Bentley was met Puppy.	one: What was Bentley digging in?	Bentley digging in was River.	Bentley digging in was Trash.	Bentley digging in was Dirt.	Bentley digging in was Street.	multiple: Where did the two animals go after digging in the trash?	the two animals went after digging in the trash in The city.	the two animals went after digging in the trash in River.	the two animals went after digging in the trash in Space.	the two animals went after digging in the trash in Home.
mc160.train.8	Author: 1844466225;Work Time(s): 4293	Timmy liked to play games and play sports but more than anything he liked to collect\newlinethings. He collected bottle caps. He collected sea shells. He collected baseball cards. He\newlinehas collected baseball cards the longest. He likes to collect the thing that he has\newlinecollected the longest the most. He once thought about collecting stamps but never did. His\newlinemost expensive collection was not his favorite collection. Timmy spent the most money on\newlinehis bottle cap collection.	multiple: Which item did Timmy like to collect the most?	Timmy like to collected the most Baseball cards.	Timmy like to collected the most Bottle caps.	Timmy like to collected the most Sea shells.	Timmy like to collected the most Stamps.	one: Which is Timmy's most expensive collection?	Timmy's most expensive collection is Sea Shells.	Timmy's most expensive collection is Baseball Cards.	Timmy's most expensive collection is Stamps.	Timmy's most expensive collection is Bottle Cap.	one: Which item did Timmy not collect?	Timmy not collected Baseball cards.	Timmy not collected Bottle caps.	Timmy not collected Sea shells.	Timmy not collected Stamps.	one: Timmy liked to do which of these things the most?	Timmy liked to do Play games these things the most.	Timmy liked to do Play sports these things the most.	Timmy liked to do Collect things these things the most.	Timmy liked to do Collect stamps these things the most.
mc160.train.9	Author: 259176131;Work Time(s): 762	In a far away land known as Board, there was a great man named Pawn. This was a very odd\newlineland because the only thing to do was play chess. Pawn did not very much care for chess as\newlinehe was very bored with it. Another problem Pawn had was that he didn't like some of the\newlineother people in this land. They had names like Bishop, Queen, Rook, and Knight. And most\newlineof all, there was King. He was the greatest person in Board. One day, during their normal\newlinebattle, Pawn saw an opening to move to the far end of Board. He almost got hurt by Knight\newlinebut he got away. Amazingly, when he got to the other end he became as powerful as\newlineQueen. With this amazing power, Pawn chose to help keep King safe. All was well until Pawn\newlinewoke up and knew that it was only a dream. He was still Pawn.	one: Who almost hurt Pawn?	Pawn almost hurt Pawn.	Queen almost hurt Pawn.	King almost hurt Pawn.	Knight almost hurt Pawn.	multiple: Who was the greatest person in Board?	Pawn was the greatest person in Board.	Knight was the greatest person in Board.	Rook was the greatest person in Board.	King was the greatest person in Board.	one: Who did Pawn protect with his new power?	Pawn protected with his new power Bishop.	Pawn protected with his new power Rook.	Pawn protected with his new power Queen.	Pawn protected with his new power King.	multiple: What was the only thing to do in Board?	the only thing to wasdo in Board help King.	the only thing to wasdo in Board become Queen.	the only thing to wasdo in Board play chess.	the only thing to wasdo in Board meet people.
